ACTIONTIME,ACTIONCODE,NODE,NODEALIAS,SEVERITY,SUMMARY,CSL_COMPONENTTYPE
2019/1/18 16:45,U,3.255.251.129,YZXCRT01,5,"1.3.6.1.2.1.80.0.1<pingProbeFailed> NQA entry yygs yygs probe fail trap information: pingCtlOwnerIndex: yygs, pingCtlTestName: yygs, pingCtlTargetAddressType: 1, pingCtlTargetAddress: 172.29.11.26, pingResultsOperStatus: 1, pingResultsIpTargetAddressType",网络设备
2019/1/18 16:45,U,3.255.252.156,YZXMSW25,4,Line protocol state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:45,U,3.255.252.156,YZXMSW25,5,Physical state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:45,U,3.255.252.156,YZXMSW25,5,Line protocol state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:45,U,3.255.252.156,YZXMSW25,4,Physical state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:44,U,3.255.252.156,YZXMSW25,4,Physical state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:44,U,3.255.252.156,YZXMSW25,4,Line protocol state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:44,U,3.255.252.156,YZXMSW25,5,Physical state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:44,U,3.255.252.156,YZXMSW25,5,Line protocol state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:44,U,3.255.251.129,YZXCRT01,5,"1.3.6.1.2.1.80.0.1<pingProbeFailed> NQA entry yygs yygs probe fail trap information: pingCtlOwnerIndex: yygs, pingCtlTestName: yygs, pingCtlTargetAddressType: 1, pingCtlTargetAddress: 172.29.11.26, pingResultsOperStatus: 1, pingResultsIpTargetAddressType",网络设备
2019/1/18 16:44,U,3.255.252.156,YZXMSW25,4,Line protocol state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:44,U,3.255.252.156,YZXMSW25,5,Physical state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:44,U,3.255.252.156,YZXMSW25,5,Line protocol state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:44,U,3.13.11.21,pcldb01,4,"挂载点为:'/home'的文件系统磁盘利用率:'81'%,预警值为80%;",操作系统
2019/1/18 16:44,U,3.255.252.156,YZXMSW25,4,Physical state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:43,U,3.255.252.156,YZXMSW25,5,Line protocol state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:43,U,3.255.252.156,YZXMSW25,5,Physical state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:43,U,3.255.252.156,YZXMSW25,4,Line protocol state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:43,U,3.255.252.156,YZXMSW25,4,Physical state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:43,U,3.255.252.156,YZXMSW25,4,Line protocol state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:43,U,3.255.251.129,YZXCRT01,5,"1.3.6.1.2.1.80.0.1<pingProbeFailed> NQA entry yygs yygs probe fail trap information: pingCtlOwnerIndex: yygs, pingCtlTestName: yygs, pingCtlTargetAddressType: 1, pingCtlTargetAddress: 172.29.11.26, pingResultsOperStatus: 1, pingResultsIpTargetAddressType",网络设备
2019/1/18 16:43,U,3.255.252.156,YZXMSW25,5,Physical state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:43,U,3.255.252.156,YZXMSW25,5,Line protocol state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:43,U,3.255.252.156,YZXMSW25,4,Physical state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:42,U,3.255.251.129,YZXCRT01,5,"1.3.6.1.2.1.80.0.1<pingProbeFailed> NQA entry yygs yygs probe fail trap information: pingCtlOwnerIndex: yygs, pingCtlTestName: yygs, pingCtlTargetAddressType: 1, pingCtlTargetAddress: 172.29.11.26, pingResultsOperStatus: 1, pingResultsIpTargetAddressType",网络设备
2019/1/18 16:42,U,3.255.252.156,YZXMSW25,4,Line protocol state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:42,U,3.255.252.156,YZXMSW25,5,Physical state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:42,U,3.255.252.156,YZXMSW25,4,Physical state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:42,U,3.255.252.156,YZXMSW25,4,Physical state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:42,U,3.255.252.156,YZXMSW25,5,Line protocol state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:42,U,3.255.252.156,YZXMSW25,5,Physical state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:42,U,3.255.252.156,YZXMSW25,5,Line protocol state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:42,U,3.255.252.156,YZXMSW25,4,Line protocol state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:41,U,3.255.252.156,YZXMSW25,4,Line protocol state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:41,U,3.255.252.156,YZXMSW25,5,Physical state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:41,U,3.255.252.156,YZXMSW25,5,Line protocol state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:41,U,3.255.252.156,YZXMSW25,4,Physical state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:41,U,3.255.252.156,YZXMSW25,4,Physical state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:41,U,3.255.252.156,YZXMSW25,5,Physical state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:41,U,3.255.252.156,YZXMSW25,5,Line protocol state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:41,U,3.255.251.129,YZXCRT01,5,"1.3.6.1.2.1.80.0.1<pingProbeFailed> NQA entry yygs yygs probe fail trap information: pingCtlOwnerIndex: yygs, pingCtlTestName: yygs, pingCtlTargetAddressType: 1, pingCtlTargetAddress: 172.29.11.26, pingResultsOperStatus: 1, pingResultsIpTargetAddressType",网络设备
2019/1/18 16:41,U,3.255.252.156,YZXMSW25,4,Line protocol state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:40,U,3.29.11.15,yz-pvusapnginx-05,5,"挂载点:'/media'文件系统空间占用率:'100'%,在预警值95%;",操作系统
2019/1/18 16:40,U,3.255.251.129,YZXCRT01,5,"1.3.6.1.2.1.80.0.1<pingProbeFailed> NQA entry yygs yygs probe fail trap information: pingCtlOwnerIndex: yygs, pingCtlTestName: yygs, pingCtlTargetAddressType: 1, pingCtlTargetAddress: 172.29.11.26, pingResultsOperStatus: 1, pingResultsIpTargetAddressType",网络设备
2019/1/18 16:40,U,3.29.11.13,yz-pvusapnginx-03,5,"挂载点:'/media'文件系统空间占用率:'100'%,在预警值95%;",操作系统
2019/1/18 16:40,U,3.255.252.156,YZXMSW25,4,Line protocol state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:40,U,3.29.11.12,yz-pvusapnginx-02,5,"挂载点:'/media'文件系统空间占用率:'100'%,在预警值95%;",操作系统
2019/1/18 16:40,U,3.29.11.11,yz-pvusapnginx-01,5,"挂载点:'/media'文件系统空间占用率:'100'%,在预警值95%;",操作系统
2019/1/18 16:40,U,3.29.4.41,yz-pvidstransfer-01,5,"挂载点:'/media'文件系统空间占用率:'100'%,在预警值95%;",操作系统
2019/1/18 16:40,U,3.29.11.16,yz-pvusapnginx-06,5,"挂载点:'/media'文件系统空间占用率:'100'%,在预警值95%;",操作系统
2019/1/18 16:40,U,3.29.11.14,yz-pvusapnginx-04,5,"挂载点:'/media'文件系统空间占用率:'100'%,在预警值95%;",操作系统
2019/1/18 16:40,U,3.255.252.156,YZXMSW25,5,Physical state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:40,U,3.255.252.156,YZXMSW25,5,Physical state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:40,U,3.255.252.156,YZXMSW25,4,Physical state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:40,U,3.255.252.156,YZXMSW25,5,Line protocol state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:40,U,3.255.252.156,YZXMSW25,4,Line protocol state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:40,U,3.255.252.156,YZXMSW25,4,Physical state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:40,U,3.255.252.156,YZXMSW25,5,Line protocol state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:40,U,3.13.10.64,pelbprx04,4,"盘符'D:'逻辑磁盘使用率:'83'%,预警值为80%;",应用
2019/1/18 16:39,U,3.255.252.156,YZXMSW25,4,Physical state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:39,U,3.255.251.129,YZXCRT01,5,"1.3.6.1.2.1.80.0.1<pingProbeFailed> NQA entry yygs yygs probe fail trap information: pingCtlOwnerIndex: yygs, pingCtlTestName: yygs, pingCtlTargetAddressType: 1, pingCtlTargetAddress: 172.29.11.26, pingResultsOperStatus: 1, pingResultsIpTargetAddressType",网络设备
2019/1/18 16:39,U,3.255.252.156,YZXMSW25,5,Physical state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:39,U,3.255.252.156,YZXMSW25,4,Physical state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:39,U,3.255.252.156,YZXMSW25,4,Line protocol state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:39,U,3.255.252.156,YZXMSW25,4,Line protocol state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:39,U,3.255.252.156,YZXMSW25,5,Physical state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:39,U,3.255.252.156,YZXMSW25,5,Line protocol state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:39,U,3.255.252.156,YZXMSW25,5,Line protocol state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:38,U,3.255.252.156,YZXMSW25,4,Line protocol state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:38,U,3.255.251.129,YZXCRT01,5,"1.3.6.1.2.1.80.0.1<pingProbeFailed> NQA entry yygs yygs probe fail trap information: pingCtlOwnerIndex: yygs, pingCtlTestName: yygs, pingCtlTargetAddressType: 1, pingCtlTargetAddress: 172.29.11.26, pingResultsOperStatus: 1, pingResultsIpTargetAddressType",网络设备
2019/1/18 16:38,U,3.255.252.156,YZXMSW25,5,Physical state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:38,U,3.255.252.156,YZXMSW25,4,Physical state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:38,U,3.255.252.156,YZXMSW25,5,Line protocol state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:38,U,3.255.252.156,YZXMSW25,4,Line protocol state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:38,U,3.255.252.156,YZXMSW25,5,Physical state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:38,U,3.255.252.156,YZXMSW25,4,Physical state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:38,U,3.255.252.156,YZXMSW25,5,Line protocol state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:37,U,3.255.252.156,YZXMSW25,4,Line protocol state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:37,U,3.9.255.62,3.9.255.62,4,"报错码:C3-1014,具体信息:C3-1014  Link Reset on Port S0,P16(21) vc_no=0 crd(s)lost=12 auto trigger.",存储设备
2019/1/18 16:37,U,3.255.252.156,YZXMSW25,5,Line protocol state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:37,U,3.255.251.129,YZXCRT01,5,"1.3.6.1.2.1.80.0.1<pingProbeFailed> NQA entry yygs yygs probe fail trap information: pingCtlOwnerIndex: yygs, pingCtlTestName: yygs, pingCtlTargetAddressType: 1, pingCtlTargetAddress: 172.29.11.26, pingResultsOperStatus: 1, pingResultsIpTargetAddressType",网络设备
2019/1/18 16:37,U,3.255.252.156,YZXMSW25,4,Physical state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:37,U,3.255.252.156,YZXMSW25,4,Physical state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:37,U,3.255.252.156,YZXMSW25,5,Line protocol state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:37,U,3.255.252.156,YZXMSW25,4,Line protocol state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:37,U,3.255.252.156,YZXMSW25,5,Physical state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:37,U,3.255.252.156,YZXMSW25,5,Physical state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:36,U,3.255.252.156,YZXMSW25,4,Physical state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:36,U,3.255.252.156,YZXMSW25,5,Line protocol state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:36,U,3.255.252.156,YZXMSW25,4,Line protocol state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:36,U,3.255.252.156,YZXMSW25,5,Physical state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:36,U,3.255.252.156,YZXMSW25,5,Physical state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:36,U,3.255.252.156,YZXMSW25,5,Line protocol state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:36,U,3.255.252.156,YZXMSW25,4,Line protocol state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:36,U,3.20.102.137,yz-pvhdwechat-0,5,"盘符'C:'逻辑磁盘使用率:'91'%,预警值为90%;",操作系统
2019/1/18 16:36,U,3.255.251.129,YZXCRT01,5,"1.3.6.1.2.1.80.0.1<pingProbeFailed> NQA entry yygs yygs probe fail trap information: pingCtlOwnerIndex: yygs, pingCtlTestName: yygs, pingCtlTargetAddressType: 1, pingCtlTargetAddress: 172.29.11.26, pingResultsOperStatus: 1, pingResultsIpTargetAddressType",网络设备
2019/1/18 16:36,U,3.255.252.156,YZXMSW25,4,Physical state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:35,U,3.255.251.129,YZXCRT01,5,"1.3.6.1.2.1.80.0.1<pingProbeFailed> NQA entry yygs yygs probe fail trap information: pingCtlOwnerIndex: yygs, pingCtlTestName: yygs, pingCtlTargetAddressType: 1, pingCtlTargetAddress: 172.29.11.26, pingResultsOperStatus: 1, pingResultsIpTargetAddressType",网络设备
2019/1/18 16:35,U,3.255.252.156,YZXMSW25,5,Physical state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:35,U,3.255.252.156,YZXMSW25,4,Physical state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:35,U,3.255.252.156,YZXMSW25,5,Line protocol state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:35,U,3.255.252.156,YZXMSW25,4,Line protocol state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:35,U,3.255.252.156,YZXMSW25,5,Physical state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:35,U,3.255.252.156,YZXMSW25,4,Physical state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:35,U,3.255.252.156,YZXMSW25,5,Line protocol state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:35,U,3.255.252.156,YZXMSW25,4,Line protocol state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:34,U,3.255.251.129,YZXCRT01,5,"1.3.6.1.2.1.80.0.1<pingProbeFailed> NQA entry yygs yygs probe fail trap information: pingCtlOwnerIndex: yygs, pingCtlTestName: yygs, pingCtlTargetAddressType: 1, pingCtlTargetAddress: 172.29.11.26, pingResultsOperStatus: 1, pingResultsIpTargetAddressType",网络设备
2019/1/18 16:34,U,3.255.252.156,YZXMSW25,5,Physical state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:34,U,3.255.252.156,YZXMSW25,4,Physical state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:34,U,3.255.252.156,YZXMSW25,5,Line protocol state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:34,U,3.255.252.156,YZXMSW25,4,Line protocol state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:34,U,3.255.252.156,YZXMSW25,5,Physical state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:34,U,3.255.252.156,YZXMSW25,4,Physical state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:34,U,3.255.252.156,YZXMSW25,5,Line protocol state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:34,U,3.255.252.156,YZXMSW25,4,Line protocol state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:33,U,3.255.251.129,YZXCRT01,5,"1.3.6.1.2.1.80.0.1<pingProbeFailed> NQA entry yygs yygs probe fail trap information: pingCtlOwnerIndex: yygs, pingCtlTestName: yygs, pingCtlTargetAddressType: 1, pingCtlTargetAddress: 172.29.11.26, pingResultsOperStatus: 1, pingResultsIpTargetAddressType",网络设备
2019/1/18 16:33,U,3.255.252.156,YZXMSW25,5,Physical state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:33,U,3.255.252.156,YZXMSW25,5,Line protocol state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:33,U,3.255.252.156,YZXMSW25,4,Physical state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:33,U,3.255.252.156,YZXMSW25,4,Line protocol state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:33,U,3.255.252.156,YZXMSW25,5,Physical state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:33,U,3.255.252.156,YZXMSW25,5,Line protocol state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:33,U,3.255.252.156,YZXMSW25,4,Physical state on the interface GigabitEthernet1/0/12 changed to down.,网络设备
2019/1/18 16:33,U,3.255.252.156,YZXMSW25,4,Line protocol state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
2019/1/18 16:32,U,3.255.252.156,YZXMSW25,5,Physical state on the interface GigabitEthernet1/0/12 changed to up.,网络设备
